PhonStrsDISC	Word Mann	InitGramCat	Gram Categories	Open/Closed	Word
§SO .t@n	1	N	NOM	Open	Schotten
.Sr& §fuɐ	1	N	NOM	Open	Schraffur
§Sr)k .la .g@	1	N	NOM	Open	Schraeglage
§Sr& .m@n	1	N	NOM	Open	Schrammen
§Sr&Nk .tyɐ	1	N	NOM	Open	Schranktuer
.Sr&p §nE .l@	1	N	NOM	Open	Schrapnelle
§SrXp .ç@n	1	N	NOM	Open	Schraeubchen
§SrB .b@n .mU .tɐ	1	N	NOM	Open	Schraubenmutter
§SrEk .bIl .dɐ	1	N	NOM	Open	Schreckbilder
§SrEk .h&f .tIç .kWt	1	N	NOM	Open	Schreckhaftigkeit
§SrEk .lIç .kW .t@n	1	N	NOM	Open	Schrecklichkeiten
§SrEk .SUs .pIs .to .l@	1	N	NOM	Open	Schreckschusspistole
§SrWp .blOk	1	N	NOM	Open	Schreibblock
.SrW .b@ §rW .@n	1	N	NOM	Open	Schreibereien
§SrWp .tISs	1	N	NOM	Open	Schreibtischs
§SrW .bUN	1	N	NOM	Open	Schreibung
§SrW .hEl .z@	1	N	NOM	Open	Schreihaelse
§SrW .hEl .z@n	1	N	NOM	Open	Schreihaelsen
§SrW .n@	1	N	NOM	Open	Schreine
§SrW .n@n	1	N	NOM	Open	Schreinen
§SrWns	1	N	NOM	Open	Schreins
§SrIft .art	1	N	NOM	Open	Schriftart
§SrIft .dXJ	1	N	NOM	Open	Schriftdeutsch
§SrIft .StYks	1	N	NOM	Open	Schriftstuecks
§SrIt .lE .N@	1	N	NOM	Open	Schrittlaenge
§SrOf .hWt	1	N	NOM	Open	Schroffheit
§SrOf .hW .t@n	1	N	NOM	Open	Schroffheiten
§Srot .my .l@	1	N	NOM	Open	Schrotmuehle
§SrUnt	1	N	NOM	Open	Schrund
§Sy .b@n	1	N	NOM	Open	Schueben
§Sups	1	N	NOM	Open	Schubs
§Sup .fE .ç@rn	1	N	NOM	Open	Schubfaechern
§SUps	1	N	NOM	Open	Schubs
§SUf .t@	1	N	NOM	Open	Schufte
.SUf .t@ §rW	1	N	NOM	Open	Schufterei
§SUf .tIç .kWt	1	N	NOM	Open	Schuftigkeit
§Su .@s	1	N	NOM	Open	Schuhes
§Su .g@ .SEf .t@n	1	N	NOM	Open	Schuhgeschaeften
§Su .vIk .s@	1	N	NOM	Open	Schuhwichse
§Sul .&mt	1	N	NOM	Open	Schulamt
§Sul .&m .t@s	1	N	NOM	Open	Schulamtes
§Sul .ar=t	1	N	NOM	Open	Schularzt
§Sul .ar= .t@s	1	N	NOM	Open	Schularztes
§Sul .&t .l&s	1	N	NOM	Open	Schulatlas
§Sul .bEN .k@	1	N	NOM	Open	Schulbaenke
§Sul .bEN .k@n	1	N	NOM	Open	Schulbaenken
§Sul .b@ .zu .ç@s	1	N	NOM	Open	Schulbesuches
§SUlt .b@ .vW .z@n	1	N	NOM	Open	Schuldbeweisen
§SUl .d@n .l&st	1	N	NOM	Open	Schuldenlast
§SUlt .g@ .fy .l@	1	N	NOM	Open	Schuldgefuehle
§SUlt .lo .zIç .kWt	1	N	NOM	Open	Schuldlosigkeit
§SUl .dn@rn	1	N	NOM	Open	Schuldnern
§SUlt .SW .n@	1	N	NOM	Open	Schuldscheine
§Sul .frXn .d@	1	N	NOM	Open	Schulfreunde
§Sul .frXn .d@n	1	N	NOM	Open	Schulfreunden
§Sul .frXn .d@s	1	N	NOM	Open	Schulfreundes
§Sul .h| .f@n	1	N	NOM	Open	Schulhoefen
§Sul .jU .N@	1	N	NOM	Open	Schuljunge
§Sul .le .r@rs	1	N	NOM	Open	Schullehrers
§Sul .lW .t@rn	1	N	NOM	Open	Schulleitern
§Sul .mWs .t@rs	1	N	NOM	Open	Schulmeisters
§Sul .r&n .=@ns	1	N	NOM	Open	Schulranzens
§Sul .r) .t@n	1	N	NOM	Open	Schulraeten
§Sul .re .fOr .m@n	1	N	NOM	Open	Schulreformen
§Sul .SI .f@n	1	N	NOM	Open	Schulschiffen
§Sul .SI .f@s	1	N	NOM	Open	Schulschiffes
§Sul .SlUs	1	N	NOM	Open	Schulschluss
§Sul .StUn .d@n	1	N	NOM	Open	Schulstunden
§SUl .t@r .bl&t	1	N	NOM	Open	Schulterblatt
§Sul .ve .g@	1	N	NOM	Open	Schulwege
§Sul .=W .t@n	1	N	NOM	Open	Schulzeiten
§Sul .=Xk .nIs	1	N	NOM	Open	Schulzeugnis
§Sul .=Xk .nI .s@	1	N	NOM	Open	Schulzeugnisse
§SUnt .lI .t@ .r& .tuɐ	1	N	NOM	Open	Schundliteratur
§SU .p@	1	N	NOM	Open	Schuppe
§Syɐ .W .z@n	1	N	NOM	Open	Schuereisen
.SUr .k@ §rW	1	N	NOM	Open	Schurkerei
§SUs .fEr .lE .=U .N@n	1	N	NOM	Open	Schussverletzungen
§Sus .t@r .jU .N@n	1	N	NOM	Open	Schusterjungen
§SU .t@s	1	N	NOM	Open	Schuttes
§SU=	1	N	NOM	Open	Schutts
§SUt .&p .la .d@ .pl&=	1	N	NOM	Open	Schuttabladeplatz
§SY .t@l .fr/s .t@n	1	N	NOM	Open	Schuettelfroesten
§SUt .h&l .d@n	1	N	NOM	Open	Schutthalden
§SU= .&n .=y .g@	1	N	NOM	Open	Schutzanzuege
§SU= .brI .l@	1	N	NOM	Open	Schutzbrille
§SU= .d&x	1	N	NOM	Open	Schutzdach
§SU= .dE .ç@rn	1	N	NOM	Open	Schutzdaechern
§SY .=@n .pl&=	1	N	NOM	Open	Schuetzenplatz
§SU= .f&r .b@n	1	N	NOM	Open	Schutzfarben
§SU= .frIs .t@n	1	N	NOM	Open	Schutzfristen
§SU= .g@ .bi .t@s	1	N	NOM	Open	Schutzgebietes
§SU= .gWst	1	N	NOM	Open	Schutzgeist
§SU= .gI .tɐ	1	N	NOM	Open	Schutzgitter
§SU= .mEç .t@n	1	N	NOM	Open	Schutzmaechten
§SU= .m&r .k@	1	N	NOM	Open	Schutzmarke
§SU= .mI .t@l	1	N	NOM	Open	Schutzmittel
§SU= .mI .t@ln	1	N	NOM	Open	Schutzmitteln
§SU= .p&t .ro .n@n	1	N	NOM	Open	Schutzpatronen
§SU= .rX .m@n	1	N	NOM	Open	Schutzraeumen
§SU= .=Ol	1	N	NOM	Open	Schutzzoll
§Sva .b@n .StrWç	1	N	NOM	Open	Schwabenstreich
§Sv) .bI .n@n	1	N	NOM	Open	Schwaebinnen
§Sv&x .hW .t@n	1	N	NOM	Open	Schwachheiten
§Sv&x .kO+	1	N	NOM	Open	Schwachkopf
§SvEç .lIN	1	N	NOM	Open	Schwaechling
§Sv) .g@r .S&ft	1	N	NOM	Open	Schwaegerschaft
§Sva .n@s	1	N	NOM	Open	Schwanes
§Svans	1	N	NOM	Open	Schwans
§Sv& .N@r .S&f= .Un .t@r .brE .çU .N@n	1	N	NOM	Open	Schwangerschaftsunterbrechungen
§Sv&n .g@r .S&f= .uɐ .lBp	1	N	NOM	Open	Schwangerschaftsurlaub
§Sv&n .g@r .S&f= .uɐ .lBps	1	N	NOM	Open	Schwangerschaftsurlaubs
§Sv&N .kUN	1	N	NOM	Open	Schwankung
§Sv&n .=@	1	N	NOM	Open	Schwanze
§Sv&n .=@s	1	N	NOM	Open	Schwanzes
§Sv) .r@n	1	N	NOM	Open	Schwaeren
§Sv&r .=@s	1	N	NOM	Open	Schwarzes
§Sv&r= .brot	1	N	NOM	Open	Schwarzbrot
§Sv&r= .faɐ .t@n	1	N	NOM	Open	Schwarzfahrten
§Sv&r= .hEn .dl@rn	1	N	NOM	Open	Schwarzhaendlern
§Sv&r= .mErk .t@n	1	N	NOM	Open	Schwarzmaerkten
§Sv&r= .m&rkt .prW .z@	1	N	NOM	Open	Schwarzmarktpreise
§Sv&r= .zEn .dɐ	1	N	NOM	Open	Schwarzsender
§Sv&=	1	N	NOM	Open	Schwatz
§Sv& .=@n	1	N	NOM	Open	Schwatzen
§Sve .f@l .kvE .l@n	1	N	NOM	Open	Schwefelquellen
§SvW .n@s	1	N	NOM	Open	Schweines
§SvWns	1	N	NOM	Open	Schweins
§SvW .n@ .flWSs	1	N	NOM	Open	Schweinefleischs
§SvWns .le .dɐs	1	N	NOM	Open	Schweinsleders
§SvWs .Bs .brY .ç@	1	N	NOM	Open	Schweissausbrueche
§SvWs .brE .nɐ	1	N	NOM	Open	Schweissbrenner
§SvWs .brE .n@rn	1	N	NOM	Open	Schweissbrennern
§SvWs .brE .n@rs	1	N	NOM	Open	Schweissbrenners
§SvWs .fus	1	N	NOM	Open	Schweissfuss
§SvWs .fy .s@n	1	N	NOM	Open	Schweissfuessen
§SvW .sU .N@n	1	N	NOM	Open	Schweissungen
§SvW .=@rs	1	N	NOM	Open	Schweizers
.Sve .l@ §rW	1	N	NOM	Open	Schwelerei
§SvEm .l&nt	1	N	NOM	Open	Schwemmland
§SvE .N@l	1	N	NOM	Open	Schwengel
§SvEN .kU .N@n	1	N	NOM	Open	Schwenkungen
§Sveɐ .&t .le .tIk	1	N	NOM	Open	Schwerathletik
§Sveɐ .g@ .vIç .t@n	1	N	NOM	Open	Schwergewichten
§Sveɐ .g@ .vIç=	1	N	NOM	Open	Schwergewichts
§Sveɐ .krEf .t@	1	N	NOM	Open	Schwerkraefte
§Sveɐ .me .t&l	1	N	NOM	Open	Schwermetall
§Sveɐ .me .t& .l@	1	N	NOM	Open	Schwermetalle
§Sveɐ .pUNk=	1	N	NOM	Open	Schwerpunkts
§Svert .fI .S@n	1	N	NOM	Open	Schwertfischen
§SvE .st@r .fIr .m@n	1	N	NOM	Open	Schwesterfirmen
§SvE .st@rn .Sy .l@ .rI .n@n	1	N	NOM	Open	Schwesternschuelerinnen
§Svi .g@r .z| .n@	1	N	NOM	Open	Schwiegersoehne
§Svi .g@r .z| .n@n	1	N	NOM	Open	Schwiegersoehnen
§Svi .g@r .zo .n@s	1	N	NOM	Open	Schwiegersohnes
§Svi .g@r .t/ç .t@rn	1	N	NOM	Open	Schwiegertoechtern
§SvIm .ba .d@s	1	N	NOM	Open	Schwimmbades
§SvIm .b& .s0s	1	N	NOM	Open	Schwimmbassins
§SvIm .bla .z@	1	N	NOM	Open	Schwimmblase
§SvIm .mWs .tɐ	1	N	NOM	Open	Schwimmeister
§SvIm .gYr .t@l	1	N	NOM	Open	Schwimmguertel
§SvIm .SpOr=	1	N	NOM	Open	Schwimmsports
§SvIm .Stil	1	N	NOM	Open	Schwimmstil
§SvIn .d@ls	1	N	NOM	Open	Schwindels
§SvIn .d@l .&n .f&l	1	N	NOM	Open	Schwindelanfall
§SvIn .d@l .&n .fE .l@	1	N	NOM	Open	Schwindelanfaelle
.SvIn .d@ §lW	1	N	NOM	Open	Schwindelei
§SvIn .d@l .g@ .fy .l@	1	N	NOM	Open	Schwindelgefuehle
§SvI .N@	1	N	NOM	Open	Schwinge
§SvY .N@n	1	N	NOM	Open	Schwuengen
§SvU .N@s	1	N	NOM	Open	Schwunges
§Svy .r@n	1	N	NOM	Open	Schwueren
§Svurs	1	N	NOM	Open	Schwurs
§zEk .st@ls	1	N	NOM	Open	Sechstels
§zEç .=I .g@rn	1	N	NOM	Open	Sechzigern
.ze .di §mEnt	1	N	NOM	Open	Sediment
.ze .di §mEn .t@	1	N	NOM	Open	Sedimente
.ze .di §mEn .t@n	1	N	NOM	Open	Sedimenten
§ze .a .dlɐ	1	N	NOM	Open	Seeadler
§ze .ba .d@s	1	N	NOM	Open	Seebades
§ze .fa .r@rs	1	N	NOM	Open	Seefahrers
§ze .fI .S@n	1	N	NOM	Open	Seefischen
§ze .fr&xt	1	N	NOM	Open	Seefracht
§ze .fr&x .t@n	1	N	NOM	Open	Seefrachten
§ze .h&n .d@l	1	N	NOM	Open	Seehandel
§ze .hUnt	1	N	NOM	Open	Seehund
§ze .hUn .d@n	1	N	NOM	Open	Seehunden
§ze .k&r .t@	1	N	NOM	Open	Seekarte
§ze .kli .mas	1	N	NOM	Open	Seeklimas
§ze .krik	1	N	NOM	Open	Seekrieg
§ze .kri .g@	1	N	NOM	Open	Seekriege
§ze .ky .@	1	N	NOM	Open	Seekuehe
§ze .l@n .fri .d@n	1	N	NOM	Open	Seelenfrieden
§ze .l@n .fri .d@ns	1	N	NOM	Open	Seelenfriedens
§ze .l@n .le .b@ns	1	N	NOM	Open	Seelenlebens
§ze .l@n .le .r@	1	N	NOM	Open	Seelenlehre
§ze .l@n .=u .StEn .d@	1	N	NOM	Open	Seelenzustaende
§zel .zOr .g@rn	1	N	NOM	Open	Seelsorgern
§zel .zOr .g@rs	1	N	NOM	Open	Seelsorgers
§ze .m&xt	1	N	NOM	Open	Seemacht
§ze .mEç .t@	1	N	NOM	Open	Seemaechte
§ze .m&ns .g&rn	1	N	NOM	Open	Seemannsgarn
§ze .mW .l@	1	N	NOM	Open	Seemeile
§ze .@n .pl& .t@n	1	N	NOM	Open	Seenplatten
§ze .rEçt	1	N	NOM	Open	Seerecht
§ze .Sl&x .t@n	1	N	NOM	Open	Seeschlachten
§ze .Sl& .N@n	1	N	NOM	Open	Seeschlangen
§ze .ve .g@	1	N	NOM	Open	Seewege
§ze .ve .g@s	1	N	NOM	Open	Seeweges
§ze .veks	1	N	NOM	Open	Seewegs
§ze .=U .N@	1	N	NOM	Open	Seezunge
§ze .g@l .bo .t@s	1	N	NOM	Open	Segelbootes
§ze .g@l .tux	1	N	NOM	Open	Segeltuch
§ze .g@ns .vUnS	1	N	NOM	Open	Segenswunsch
§ze .g@ns .vYn .S@n	1	N	NOM	Open	Segenswuenschen
§ze .gl@rs	1	N	NOM	Open	Seglers
.zE §gmEn .t@	1	N	NOM	Open	Segmente
§ze .@rs	1	N	NOM	Open	Sehers
§ze .fe .lɐ	1	N	NOM	Open	Sehfehler
§ze .n@n .=E .rUN	1	N	NOM	Open	Sehnenzerrung
§ze .nErf	1	N	NOM	Open	Sehnerv
§zen .zYç .t@	1	N	NOM	Open	Sehnsuechte
§zen .zYç .t@n	1	N	NOM	Open	Sehnsuechten
§ze .ro .r@n	1	N	NOM	Open	Sehrohren
§ze .St| .rUN	1	N	NOM	Open	Sehstoerung
§ze .St| .rU .N@n	1	N	NOM	Open	Sehstoerungen
§ze .fEr .m| .g@n	1	N	NOM	Open	Sehvermoegen
§zW .f@n .pUl .fɐ	1	N	NOM	Open	Seifenpulver
§zW .l@s	1	N	NOM	Open	Seiles
§zWl .tEn .=@rs	1	N	NOM	Open	Seiltaenzers
§zWl .vIn .d@	1	N	NOM	Open	Seilwinde
§zWl .vIn .d@n	1	N	NOM	Open	Seilwinden
§zWl .=u .g@s	1	N	NOM	Open	Seilzuges
.zWs .mo §lo .g@n	1	N	NOM	Open	Seismologen
§zW .t@n .Bs .g&N	1	N	NOM	Open	Seitenausgang
§zW .t@n .blIks	1	N	NOM	Open	Seitenblicks
§zW .t@n .fly .g@l	1	N	NOM	Open	Seitenfluegel
§zW .t@n .gE .N@	1	N	NOM	Open	Seitengaenge
§zW .t@n .hi .b@	1	N	NOM	Open	Seitenhiebe
§zW .t@n .hi .b@n	1	N	NOM	Open	Seitenhieben
§zW .t@n .pOr .tal	1	N	NOM	Open	Seitenportal
§zW .t@n .ru .dɐ	1	N	NOM	Open	Seitenruder
§zW .t@n .SIf	1	N	NOM	Open	Seitenschiff
§zW .t@n .SI .f@n	1	N	NOM	Open	Seitenschiffen
§zW .t@n .SprUNs	1	N	NOM	Open	Seitensprungs
§zW .t@n .va .g@n	1	N	NOM	Open	Seitenwagen
.zek .re .ta .ri §a .t@s	1	N	NOM	Open	Sekretariates
§zEk .t@n .ve .z@n	1	N	NOM	Open	Sektenwesen
§zEkt .fl& .S@	1	N	NOM	Open	Sektflasche
§zEkt .fl& .S@n	1	N	NOM	Open	Sektflaschen
§zEkt .glas	1	N	NOM	Open	Sektglas
.zEk §ti .rɐ	1	N	NOM	Open	Sektierer
.ze .kUn §da .nɐ	1	N	NOM	Open	Sekundaner
.ze .kUn §d)ɐ .lI .t@ .r& .tuɐ	1	N	NOM	Open	Sekundaerliteratur
.ze §kUn .d@n .g@ .SvIn .dIç .kWt	1	N	NOM	Open	Sekundengeschwindigkeit
§zElpst .&n .kla .g@	1	N	NOM	Open	Selbstanklage
§zElpst .&n .kla .g@n	1	N	NOM	Open	Selbstanklagen
§zElpst .b@ .di .nUNs .la .d@ns	1	N	NOM	Open	Selbstbedienungsladens
§zElpst .b@ .StI .mU .N@n	1	N	NOM	Open	Selbstbestimmungen
§zElpst .b@ .tru .g@s	1	N	NOM	Open	Selbstbetruges
§zElpst .bIlt .nI .s@s	1	N	NOM	Open	Selbstbildnisses
§zElpst .Ent .=Yn .dU .N@n	1	N	NOM	Open	Selbstentzuendungen
§zElpst .Er .h&l .tUNs .tri .b@s	1	N	NOM	Open	Selbsterhaltungstriebes
§zElpst .kOs .t@n .prW .z@	1	N	NOM	Open	Selbstkostenpreise
§zElpst .lop	1	N	NOM	Open	Selbstlob
§zElpst .mOrt .fEr .zu .ç@	1	N	NOM	Open	Selbstmordversuche
§zElpst .mOrt .fEr .zu .ç@n	1	N	NOM	Open	Selbstmordversuchen
§zElpst .SU .=@s	1	N	NOM	Open	Selbstschutzes
§zElpst .fEr .StEnt .nI .s@n	1	N	NOM	Open	Selbstverstaendnissen
§zElpst .fEr .trB .@ns	1	N	NOM	Open	Selbstvertrauens
§zElpst .fEr .v&l .tU .N@n	1	N	NOM	Open	Selbstverwaltungen
.ze §len	1	N	NOM	Open	Selen
.ze §le .n@s	1	N	NOM	Open	Selenes
§zE .m@l	1	N	NOM	Open	Semmel
§zEn .d@ .&n .la .g@n	1	N	NOM	Open	Sendeanlagen
§zEn .d@ .&n .St&lt	1	N	NOM	Open	Sendeanstalt
§zEn .d@ .rBm	1	N	NOM	Open	Senderaum
§zEn .d@ .SlUs	1	N	NOM	Open	Sendeschluss
§zEn .d@ .=W .ç@n	1	N	NOM	Open	Sendezeichen
.ze .ni .li §t)t	1	N	NOM	Open	Senilitaet
§ze .ni .Ors	1	N	NOM	Open	Seniors
§ze .ni .Or .SEfs	1	N	NOM	Open	Seniorchefs
§zENk .rEç .t@n	1	N	NOM	Open	Senkrechten
§zE .n@	1	N	NOM	Open	Senne
§zE .n@	1	N	NOM	Open	Senne
§zE .n@	1	N	NOM	Open	Senne
.zEn .z& .=i §ons .pro .=E .s@	1	N	NOM	Open	Sensationsprozesse
§zEn .z@n .m&n	1	N	NOM	Open	Sensenmann
.zEn .zi .ti .vi §t)t	1	N	NOM	Open	Sensitivitaet
.zEn .zu .& §lIs .mUs	1	N	NOM	Open	Sensualismus
.zEn .ti §mEnt	1	N	NOM	Open	Sentiment
§ze .pi .a	1	N	NOM	Open	Sepia
.zEp §tEm .b@rn	1	N	NOM	Open	Septembern
.ze §kvEs .tɐ	1	N	NOM	Open	Sequester
§zEr .b@	1	N	NOM	Open	Serbe
.ze .re §na .d@n	1	N	NOM	Open	Serenaden
.ze .re .ni §t)t	1	N	NOM	Open	Serenitaet
§ze .ri .@n .&n .fEr .tI .gUN	1	N	NOM	Open	Serienanfertigung
§ze .ri .@n .bB	1	N	NOM	Open	Serienbau
§ze .ri .@n .bIl .dɐ	1	N	NOM	Open	Serienbilder
§ze .ri .@n .pro .dUk .=i .o .n@n	1	N	NOM	Open	Serienproduktionen
.zEr .pEn §tin	1	N	NOM	Open	Serpentin
.zEr .pEn §ti .n@n	1	N	NOM	Open	Serpentinen
.zEr .pEn §ti .n@n	1	N	NOM	Open	Serpentinen
§ze .r@n	1	N	NOM	Open	Seren
§ze .rUms	1	N	NOM	Open	Serums
.zEr §viɐ .tIS	1	N	NOM	Open	Serviertisch
.zEr .vi §E .t@n	1	N	NOM	Open	Servietten
.zEr .vi .li §t)t	1	N	NOM	Open	Servilitaet
§zE .s@l .lIft	1	N	NOM	Open	Sessellift
§zE .s@l .lIf .t@	1	N	NOM	Open	Sessellifte
§zE .s@l .lIf .t@n	1	N	NOM	Open	Sesselliften
§zE .=@rs	1	N	NOM	Open	Setzers
§zE= .m& .Si .n@n	1	N	NOM	Open	Setzmaschinen
§zE .=UN	1	N	NOM	Open	Setzung
.zEks §t& .n@rn	1	N	NOM	Open	Sextanern
.zE .ksu §al .p& .to .lo .gi	1	N	NOM	Open	Sexualpathologie
.zE .ksu §al .fEr .brE .ç@n	1	N	NOM	Open	Sexualverbrechen
.ze .=E .si §on	1	N	NOM	Open	Sezession
.ze .=E .si §ons .krik	1	N	NOM	Open	Sezessionskrieg
§S)rs	1	N	NOM	Open	Shares
§So .g@ .SEft	1	N	NOM	Open	Showgeschaeft
§S2 .lOk	1	N	NOM	Open	Shylock
.zi §bi .ri .ɐ	1	N	NOM	Open	Sibirier
.zi §bi .ri .@rn	1	N	NOM	Open	Sibiriern
§zI .ç@ln	1	N	NOM	Open	Sicheln
§zI .ç@r .hW= .kE .t@	1	N	NOM	Open	Sicherheitskette
§zI .ç@r .hW= .mas .na .m@	1	N	NOM	Open	Sicherheitsmassnahme
§zI .ç@r .hW= .SlOs	1	N	NOM	Open	Sicherheitsschloss
§zI .ç@r .hW= .foɐ .ke .rUN	1	N	NOM	Open	Sicherheitsvorkehrung
§zIç .t@n	1	N	NOM	Open	Sichten
§zIç .tUN	1	N	NOM	Open	Sichtung
§zis	1	N	NOM	Open	Sies
§zip .drUk	1	N	NOM	Open	Siebdruck
§zi .b@n .Sl) .fɐ	1	N	NOM	Open	Siebenschlaefer
§zi .g@l .b@ .va .r@rs	1	N	NOM	Open	Siegelbewahrers
§zi .g@l .rIN	1	N	NOM	Open	Siegelring
§zi .g@s .fW .ɐ	1	N	NOM	Open	Siegesfeier
§zi .g@s .g@ .vIs .hWt	1	N	NOM	Open	Siegesgewissheit
§zi .g@s .lBf	1	N	NOM	Open	Siegeslauf
§zi .g@s .lBfs	1	N	NOM	Open	Siegeslaufs
§zi .g@s .=u .g@s	1	N	NOM	Open	Siegeszuges
.zi .e §ne .z@	1	N	NOM	Open	Sienese
§zI .gma	1	N	NOM	Open	Sigma
§zI .gmas	1	N	NOM	Open	Sigmas
.zI §gnal .fl& .g@	1	N	NOM	Open	Signalflagge
.zI §gnal .fl& .g@n	1	N	NOM	Open	Signalflaggen
.zI §gnal .hOrn	1	N	NOM	Open	Signalhorn
.zI .gn& §tu .r@n	1	N	NOM	Open	Signaturen
.zI §gnet	1	N	NOM	Open	Signet
§zIl .b@n .r)t .z@l	1	N	NOM	Open	Silbenraetsel
§zIl .b@r .fYk .s@	1	N	NOM	Open	Silberfuechse
§zIl .b@r .fYk .s@n	1	N	NOM	Open	Silberfuechsen
§zIl .b@r .lIN	1	N	NOM	Open	Silberling
§zIl .b@r .p& .piɐ	1	N	NOM	Open	Silberpapier
§zIl .b@r .StIft	1	N	NOM	Open	Silberstift
.zi §len	1	N	NOM	Open	Silen
.zI .lu §E .t@n	1	N	NOM	Open	Silhouetten
.zi §li .=i .Ums	1	N	NOM	Open	Siliciums
§zi .lo	1	N	NOM	Open	Silo
.zIl §vEs .t@r .bE .l@	1	N	NOM	Open	Silvesterbaelle
.zIl §vEs .t@r .fW .@rn	1	N	NOM	Open	Silvesterfeiern
.zIm .pli .=i §t)t	1	N	NOM	Open	Simplizitaet
§zIms	1	N	NOM	Open	Sims
§zIm .z@n	1	N	NOM	Open	Simsen
.zi .mu §l&nt	1	N	NOM	Open	Simulant
.zi .mu §l&n .t@n	1	N	NOM	Open	Simulanten
.zi .mu .l& .=i §on	1	N	NOM	Open	Simulation
.zi .mu §la .tOr	1	N	NOM	Open	Simulator
.zi .mu .la §to .r@n	1	N	NOM	Open	Simulatoren
.zi .mUl §tan .Spil	1	N	NOM	Open	Simultanspiel
§zIN .drO .s@ln	1	N	NOM	Open	Singdrosseln
§zIN .StI .m@n	1	N	NOM	Open	Singstimmen
§zIN .StUn .d@n	1	N	NOM	Open	Singstunden
§zINk .StO .f@n	1	N	NOM	Open	Sinkstoffen
§zI .n@s .En .d@ .rUN	1	N	NOM	Open	Sinnesaenderung
§zI .p@n .fEr .b&nt	1	N	NOM	Open	Sippenverband
.zi §re .n@n .g@ .hXl	1	N	NOM	Open	Sirenengeheul
§zi .ru .p@	1	N	NOM	Open	Sirupe
§zi .zy .fus .&r .bWt	1	N	NOM	Open	Sisyphusarbeit
§zI .t@n .ko .dEks	1	N	NOM	Open	Sittenkodex
§zI .t@n .rIç .tɐ	1	N	NOM	Open	Sittenrichter
§zI .t@n .StrOl .ç@n	1	N	NOM	Open	Sittenstrolchen
§zIt .zam .kWt	1	N	NOM	Open	Sittsamkeit
.zi .tu .& .=i §ons .ko .mIk	1	N	NOM	Open	Situationskomik
§zI= .bat	1	N	NOM	Open	Sitzbad
§zI= .pl& .=@s	1	N	NOM	Open	Sitzplatzes
§zI= .StrWks	1	N	NOM	Open	Sitzstreiks
§zI .=UNs .za .l@s	1	N	NOM	Open	Sitzungssaales
§zI .=UNs .=I .m@rn	1	N	NOM	Open	Sitzungszimmern
.zi .=i .li §a .n@rn	1	N	NOM	Open	Sizilianern
§ska .bi .Es	1	N	NOM	Open	Skabies
§sk&l .d@	1	N	NOM	Open	Skalde
§sk&l .d@n	1	N	NOM	Open	Skalden
§sk&lp	1	N	NOM	Open	Skalp
§skat .Spi .l@n	1	N	NOM	Open	Skatspielen
§skat .Spils	1	N	NOM	Open	Skatspiels
§skat .tUr .niɐ	1	N	NOM	Open	Skatturnier
.ske §lE .t@s	1	N	NOM	Open	Skelettes
.ske §lE=	1	N	NOM	Open	Skeletts
§Sis	1	N	NOM	Open	Skis
§Si .lX .f@rn	1	N	NOM	Open	Skilaeufern
§skI .=@n .blOk	1	N	NOM	Open	Skizzenblock
§skI .=@n .by .çɐ	1	N	NOM	Open	Skizzenbuecher
.skI §=i .rU .N@n	1	N	NOM	Open	Skizzierungen
§skla .vIn	1	N	NOM	Open	Sklavin
.skOr .pi §ons	1	N	NOM	Open	Skorpions
.skri §bEn .t@n	1	N	NOM	Open	Skribenten
§skru .p@ln	1	N	NOM	Open	Skrupeln
§sli .bo .vI=	1	N	NOM	Open	Slibowitz
§slI .p@rs	1	N	NOM	Open	Slippers
.slo §ve .n@	1	N	NOM	Open	Slowene
.slo §ve .n@n	1	N	NOM	Open	Slowenen
§slo .fOks	1	N	NOM	Open	Slowfox
.sm& §r&k .d@	1	N	NOM	Open	Smaragde
.sm& §r&k .d@n	1	N	NOM	Open	Smaragden
§smUt .j@	1	N	NOM	Open	Smutje
§zot .brE .n@n	1	N	NOM	Open	Sodbrennen
.zo §laɐ .plE .ksUs	1	N	NOM	Open	Solarplexus
§zol .bat	1	N	NOM	Open	Solbad
.zOl §da .t@n .le .b@ns	1	N	NOM	Open	Soldatenlebens
§zOlt .bux	1	N	NOM	Open	Soldbuch
§zOlt .by .çɐ	1	N	NOM	Open	Soldbuecher
§z/l .dn@r .he .r@	1	N	NOM	Open	Soeldnerheere
§zo .lo .tEn .=ɐ	1	N	NOM	Open	Solotaenzer
§zo .lo .tEn .=@ .rIn	1	N	NOM	Open	Solotaenzerin
.zOm §bre .ro	1	N	NOM	Open	Sombrero
§zO .m@r .&n .f&N	1	N	NOM	Open	Sommeranfang
§zO .m@r .Bf .Ent .h&lt	1	N	NOM	Open	Sommeraufenthalt
§zO .m@r .faɐ .plans	1	N	NOM	Open	Sommerfahrplans
§zO .m@r .klW .dɐ	1	N	NOM	Open	Sommerkleider
§zO .m@r .kO .lEk .=i .on	1	N	NOM	Open	Sommerkollektion
§zO .m@r .kO .lEk .=i .o .n@n	1	N	NOM	Open	Sommerkollektionen
§zO .m@r .n&xt	1	N	NOM	Open	Sommernacht
.zo .n& §ti .n@	1	N	NOM	Open	Sonatine
§zOn .dɐ .b@ .StI .mU .N@n	1	N	NOM	Open	Sonderbestimmungen
