PhonStrsDISC	Word Mann	InitGramCat	Gram Categories	Open/Closed	Word
§rWf	47	A	ADJ	Open	reif
§Sveɐ .st@	47	A	ADJ	Open	schwerste
§tX .r@	47	A	ADJ	Open	teure
.Un .&p §lE .sIç	47	A	ADJ	Open	unablaessig
.Un .Er §myt .lIç	47	A	ADJ	Open	unermuedlich
§vElt .vW .t@	47	A	ADJ	Open	weltweite
§Em .tɐ	47	N	NOM	Open	Aemter
§&n .le .gɐ	47	N	NOM	Open	Anleger
§&n .vEl .t@	47	N	NOM	Open	Anwaelte
§Bs .lo .zUN	47	N	NOM	Open	Auslosung
.b@ §rEç .nUN	47	N	NOM	Open	Berechnung
§bUN .kɐ	47	N	NOM	Open	Bunker
§drEk	47	N	NOM	Open	Dreck
.e .lEk .tri .=i §t)t	47	N	NOM	Open	Elektrizitaet
§frXn .d@s	47	N	NOM	Open	Freundes
§hW .lUN	47	N	NOM	Open	Heilung
.hE §r&p .zE .=UN	47	N	NOM	Open	Herabsetzung
§k& .m@r .mu .zik	47	N	NOM	Open	Kammermusik
§k/ .+@n	47	N	NOM	Open	Koepfen
§kr&ft .vEr .k@	47	N	NOM	Open	Kraftwerke
§ly .g@n	47	N	NOM	Open	Luegen
§ma .nUN	47	N	NOM	Open	Mahnung
.mI .li §me .tɐ	47	N	NOM	Open	Millimeter
§mIn .d@ .rUN	47	N	NOM	Open	Minderung
.mo .n&r §çi	47	N	NOM	Open	Monarchie
.n& .=i .o §nal .m&n .S&ft	47	N	NOM	Open	Nationalmannschaft
.n& .=i .o §nal .zo .=i .& .lIs .t@n	47	N	NOM	Open	Nationalsozialisten
.no §taɐ	47	N	NOM	Open	Notar
§o .b@r .b@ .fels .ha .bɐ	47	N	NOM	Open	Oberbefehlshaber
§|s .t@ .rW .çɐ	47	N	NOM	Open	Oesterreicher
§p&rt .n@r .S&ft	47	N	NOM	Open	Partnerschaft
.pe §ru	47	N	NOM	Open	Peru
§+W .f@	47	N	NOM	Open	Pfeife
§pr) .mi .@	47	N	NOM	Open	Praemie
.prE .=i .zi §on	47	N	NOM	Open	Praezision
§pro .b@n	47	N	NOM	Open	Proben
.pro §fe .t@n	47	N	NOM	Open	Propheten
§pU .bli .kUms	47	N	NOM	Open	Publikums
§rW .z@ .by .ro	47	N	NOM	Open	Reisebuero
.re §kOr .d@	47	N	NOM	Open	Rekorde
.re .pOr §ta .Z@	47	N	NOM	Open	Reportage
.re §zEr .v@	47	N	NOM	Open	Reserve
§foɐ .Ur .tW .l@	47	N	NOM	Open	Vorurteile
§vElt .prE .s@	47	N	NOM	Open	Weltpresse
§vIN .k@l	47	N	NOM	Open	Winkel
§vIrt .S&f= .pry .fɐ	47	N	NOM	Open	Wirtschaftspruefer
§=Wt .rEç .nUN	47	N	NOM	Open	Zeitrechnung
§=I .m@r .m&n	47	N	NOM	Open	Zimmermann
§=Ir .kUs	47	N	NOM	Open	Zirkus
.z& .tE §lit	47	N	NOM	Open	Satellit
§Sl) .g@	47	N	NOM	Open	Schlaege
§SvIm .bat	47	N	NOM	Open	Schwimmbad
§Spaɐ .k& .s@n	47	N	NOM	Open	Sparkassen
§Stos	47	N	NOM	Open	Stoss
§trWp .StOf	47	N	NOM	Open	Treibstoff
§Um .z& .=@s	47	N	NOM	Open	Umsatzes
§Un .t@r .kUnft	47	N	NOM	Open	Unterkunft
§&n .dɐs §vo	47	ADV	ADV	Open	anderswo
§fOl .g@n .dɐ .ma .s@n	47	ADV	ADV	Open	folgendermassen
§nI .mɐ	47	ADV	ADV	Open	nimmer
§Un .gErn	47	ADV	ADV	Open	ungern
§Un .lENst	47	ADV	ADV	Open	unlaengst
§dins .t@s	47	N	NOM	Open	Dienstes
§Ir .dI .S@n	47	A	ADJ	Open	irdischen
§&n .g@ .h|rt	46	V	VERB	Open	angehoert
§&n .g@ .=Wkt	46	V	VERB	Open	angezeigt
§Bs .g@ .rIç .t@t	46	V	VERB	Open	ausgerichtet
.b@ §&nt .vOr .t@ .t@	46	V	VERB	Open	beantwortete
.b@ §grys .t@n	46	V	VERB	Open	begruessten
.b@ §SEf .tIç .t@n	46	V	VERB	Open	beschaeftigten
.Ent §l&rft	46	V	VERB	Open	entlarvt
.In .t@r .pre §tirt	46	V	VERB	Open	interpretiert
.kO .ri §gi .r@n	46	V	VERB	Open	korrigieren
§zI .ç@ .r@	46	V	VERB	Open	sichere
.=u §z& .m@n .g@ .StElt	46	V	VERB	Open	zusammengestellt
§drE .N@n	46	V	VERB	Open	draengen
§rek .t@	46	V	VERB	Open	regte
§=ilt	46	V	VERB	Open	zielt
.fEɐ §bOr .g@n	46	V	VERB	Open	verborgen
.g@ §&nt .vOr .t@t	46	V	VERB	Open	geantwortet
.g@ §re .g@lt	46	V	VERB	Open	geregelt
§X .s@r .t@n	46	V	VERB	Open	aeusserten
§Bs .l| .z@n	46	V	VERB	Open	ausloesen
§&p .fIn .d@n	46	V	VERB	Open	abfinden
§&n .ge .b@n	46	V	VERB	Open	angeben
§bIs	46	V	VERB	Open	biss
§drE .N@n	46	V	VERB	Open	draengen
§Wn .g@ .br&xt	46	V	VERB	Open	eingebracht
.ge .g@n §y .b@r .Ste .@n	46	V	VERB	Open	gegenueberstehen
.g@ §nOs	46	V	VERB	Open	genoss
.g@ §rI .s@n	46	V	VERB	Open	gerissen
§rW .t@n	46	V	VERB	Open	reiten
§Si .b@n	46	V	VERB	Open	schieben
.fEr §bOr .g@n	46	V	VERB	Open	verborgen
.fEɐ §Sto .s@n	46	V	VERB	Open	verstossen
§Bs .Sli .s@n	46	V	VERB	Open	ausschliessen
.g@ §Sp&l .t@n	46	V	VERB	Open	gespalten
.g@ §vIrkt	46	V	VERB	Open	gewirkt
.g@ §zU .N@n	46	V	VERB	Open	gesungen
.g@ §St&l .t@ .t@	46	V	VERB	Open	gestaltete
§mIt .m& .ç@n	46	V	VERB	Open	mitmachen
.b@ §Un .ru .Içt	46	V	VERB	Open	beunruhigt
§brBxst	46	V	VERB	Open	brauchst
.=u §z& .m@n .&r .bW .t@n	46	V	VERB	Open	zusammenarbeiten
§&n .g@ .h|rt	46	V	VERB	Open	angehoert
§na .m@ns	46	PREP	PRE	Closed	namens
§m&nç	46	PRON	PRO	Closed	manch
§i .r@s	46	PRON	PRO	Closed	Ihres
§i .r@s	46	PRON	PRO	Closed	Ihres
§vem	46	PRON	PRO	Closed	wem
§vem	46	PRON	PRO	Closed	wem
§vem	46	PRON	PRO	Closed	wem
§&p .g@ .SlO .s@ .n@	46	A	ADJ	Open	abgeschlossene
.&p §zUrt	46	A	ADJ	Open	absurd
§bX .@r .lI .ç@n	46	A	ADJ	Open	baeuerlichen
.b@ §&xt .lI .ç@n	46	A	ADJ	Open	beachtlichen
.b@ §h&r .lIç	46	A	ADJ	Open	beharrlich
§blOn .d@	46	A	ADJ	Open	blonde
§deɐ §=W .tI .g@n	46	A	ADJ	Open	derzeitigen
§Wn .g@ .br&xt	46	A	ADJ	Open	eingebracht
§Wn .zW .tI .g@	46	A	ADJ	Open	einseitige
.Eɐ §ho .b@ .n@n	46	A	ADJ	Open	erhobenen
§Ernst .lIç	46	A	ADJ	Open	ernstlich
.E §ks&k .t@	46	A	ADJ	Open	exakte
§gEl .b@	46	A	ADJ	Open	gelbe
.g@ §mWn	46	A	ADJ	Open	gemein
.g@ §re .g@lt	46	A	ADJ	Open	geregelt
.g@ §vI .s@s	46	A	ADJ	Open	gewisses
§grop	46	A	ADJ	Open	grob
§h&rm .los	46	A	ADJ	Open	harmlos
§hE .sI .S@	46	A	ADJ	Open	hessische
§hOf .nUNs .los	46	A	ADJ	Open	hoffnungslos
§jY .Nɐ	46	A	ADJ	Open	juenger
§klW .n@	46	N	NOM	Open	Kleine
.kOn .zEr .v& §ti .v@n	46	N	NOM	Open	Konservativen
.kOn .strUk §ti .v@	46	A	ADJ	Open	konstruktive
§nX .@s .t@	46	A	ADJ	Open	neueste
.pEr §z|n .lI .ç@s	46	A	ADJ	Open	persoenliches
.pri §va .tɐ	46	A	ADJ	Open	privater
§Sveɐ .st@n	46	A	ADJ	Open	schwersten
§SB	46	A	ADJ	Open	schau
§zI .ç@ .r@	46	A	ADJ	Open	sichere
.Spe §=i .fI .S@	46	A	ADJ	Open	spezifische
§tYç .tIç	46	A	ADJ	Open	tuechtig
§Un .re .g@l .m) .sIç	46	A	ADJ	Open	unregelmaessig
§Un .t@r .Sit .lI .çɐ	46	A	ADJ	Open	unterschiedlicher
§Un .=u .rW .ç@nt	46	A	ADJ	Open	unzureichend
.fEɐ §bInt .lIç	46	A	ADJ	Open	verbindlich
§f/l .k@r .rEçt .lI .ç@	46	A	ADJ	Open	voelkerrechtliche
§vaɐ .h&f .tIç	46	A	ADJ	Open	wahrhaftig
§vIn .=I .g@n	46	A	ADJ	Open	winzigen
§a .b@n .d@	46	N	NOM	Open	Abende
§&p .rEç .nUN	46	N	NOM	Open	Abrechnung
§&p .veɐ .tUN	46	N	NOM	Open	Abwertung
§&n .hE .N@rn	46	N	NOM	Open	Anhaengern
.&r §ti .k@ln	46	N	NOM	Open	Artikeln
.&r §ti .k@ls	46	N	NOM	Open	Artikels
§Bf .zIç= .ra .t@s	46	N	NOM	Open	Aufsichtsrates
§b&x	46	N	NOM	Open	Bach
.b@ §le .bUN	46	N	NOM	Open	Belebung
§brEm .z@n	46	N	NOM	Open	Bremsen
§dip	46	N	NOM	Open	Dieb
§Wn .kBf	46	N	NOM	Open	Einkauf
§ert .gas	46	N	NOM	Open	Erdgas
.Eɐ §he .bUN	46	N	NOM	Open	Erhebung
§faɐ .t@n	46	N	NOM	Open	Fahrten
.fr&n §=| .zIS	46	N	NOM	Open	Franzoesisch
.g@ §bX .d@n	46	N	NOM	Open	Gebaeuden
.g@ §Se .nI .s@	46	N	NOM	Open	Geschehnisse
§h&f .tUN	46	N	NOM	Open	Haftung
.hE §rBs .ge .bɐ	46	N	NOM	Open	Herausgeber
§hox .SprUN	46	N	NOM	Open	Hochsprung
§h|f .lIç .kWt	46	N	NOM	Open	Hoeflichkeit
§ke .l@	46	N	NOM	Open	Kehle
.kO .m&n §d|ɐ	46	N	NOM	Open	Kommandeur
.kOn §=Er .t@	46	N	NOM	Open	Konzerte
§kUr .v@n	46	N	NOM	Open	Kurven
§El	46	N	NOM	Open	L
§le .z@n	46	N	NOM	Open	Lesen
§le .zUN	46	N	NOM	Open	Lesung
§lXt .n&nt	46	N	NOM	Open	Leutnant
§nax .tW .l@	46	N	NOM	Open	Nachteile
§ni .dɐ .la .g@n	46	N	NOM	Open	Niederlagen
§fa .z@n	46	N	NOM	Open	Phasen
§po .di .Um	46	N	NOM	Open	Podium
.po §kal	46	N	NOM	Open	Pokal
.pro .le .t& .ri §a=	46	N	NOM	Open	Proletariats
.re §Zims	46	N	NOM	Open	Regimes
§rW .nI .gUN	46	N	NOM	Open	Reinigung
.re .kOn .strUk .=i §on	46	N	NOM	Open	Rekonstruktion
.re §viɐ	46	N	NOM	Open	Revier
.fEɐ §&n .l& .sUN	46	N	NOM	Open	Veranlassung
§fOlks .va .g@n	46	N	NOM	Open	Volkswagen
§vEl .t@n	46	N	NOM	Open	Welten
§vi .dɐ .St&n .d@s	46	N	NOM	Open	Widerstandes
§vIr .b@l	46	N	NOM	Open	Wirbel
§vo .l@	46	N	NOM	Open	Wohle
§=En .tr@n	46	N	NOM	Open	Zentren
§SIf .fart	46	N	NOM	Open	Schiffahrt
§Sl& .N@n	46	N	NOM	Open	Schlangen
§Sveɐ .pUNk .t@	46	N	NOM	Open	Schwerpunkte
.zek .re §t)rs	46	N	NOM	Open	Sekretaers
§zO .n@n .Un .t@r .g&N	46	N	NOM	Open	Sonnenuntergang
.zo .=i §al .de .mo .krat	46	N	NOM	Open	Sozialdemokrat
.zo .=i §al .fEr .zI .ç@ .rUN	46	N	NOM	Open	Sozialversicherung
.St& .bi .li §zi .rUN	46	N	NOM	Open	Stabilisierung
§StE .t@	46	N	NOM	Open	Staette
§t&lk	46	N	NOM	Open	Talg
§t& .S@n .tux	46	N	NOM	Open	Taschentuch
§tB .f@	46	N	NOM	Open	Taufe
.tEs .t& §mEnt	46	N	NOM	Open	Testament
§te .k@	46	N	NOM	Open	Theke
§tuɐ	46	N	NOM	Open	Tour
§trO .m@ln	46	N	NOM	Open	Trommeln
§y .b@r .SUs	46	N	NOM	Open	Ueberschuss
.dUrç .Wn §&n .dɐ	46	ADV	ADV	Open	durcheinander
.vo §ry .bɐ	46	ADV	ADV	Open	worueber
§na .m@ns	46	ADV	ADV	Open	namens
§&n .g@ .klakt	45	V	VERB	Open	angeklagt
§Bf .g@ .tBxt	45	V	VERB	Open	aufgetaucht
§Bs .nU .=@n	45	V	VERB	Open	ausnutzen
.b@ §dX .t@nt	45	V	VERB	Open	bedeutend
.Ent §f&l .t@t	45	V	VERB	Open	entfaltet
.Eɐ §v&xt	45	V	VERB	Open	erwacht
§nW .g@n	45	V	VERB	Open	neigen
.g@ §n| .tIçt	45	V	VERB	Open	genoetigt
§Or .dn@n	45	V	VERB	Open	ordnen
§rEç .n@ .t@	45	V	VERB	Open	rechnete
§ryrt	45	V	VERB	Open	ruehrt
§zE .=@	45	V	VERB	Open	setze
.g@ §StErkt	45	V	VERB	Open	gestaerkt
.fEɐ §mert	45	V	VERB	Open	vermehrt
§vert	45	V	VERB	Open	wehrt
§vIt .m@ .t@	45	V	VERB	Open	widmete
§=I .t@r .t@	45	V	VERB	Open	zitterte
§dEkt	45	V	VERB	Open	deckt
§StW .g@r .t@	45	V	VERB	Open	steigerte
.fEɐ §gr| .s@rn	45	V	VERB	Open	vergroessern
§vUn .dɐn	45	V	VERB	Open	wundern
§Bs .g@ .dent	45	V	VERB	Open	ausgedehnt
§&p .h&l .t@n	45	V	VERB	Open	abhalten
§Bf .kO .m@n	45	V	VERB	Open	aufkommen
§Bs .f& .l@n	45	V	VERB	Open	ausfallen
.b@ §gap	45	V	VERB	Open	begab
§bW .b@ .h&l .t@n	45	V	VERB	Open	beibehalten
.b@ §n&nt	45	V	VERB	Open	benannt
§Ist	45	V	VERB	Open	isst
.hEɐ §foɐ .g@ .g& .N@n	45	V	VERB	Open	hervorgegangen
§zINkt	45	V	VERB	Open	sinkt
.fEɐ §r)t	45	V	VERB	Open	verraet
.fOl §br&xt	45	V	VERB	Open	vollbracht
.=u §rYk .g@ .nO .m@n	45	V	VERB	Open	zurueckgenommen
§glWçt	45	V	VERB	Open	gleicht
§flo	45	V	VERB	Open	floh
§Bs .vW .ç@n	45	V	VERB	Open	ausweichen
.fEɐ §kBf .t@	45	V	VERB	Open	verkaufte
§rI .N@n	45	V	VERB	Open	ringen
.fOr .mu §liɐ .t@	45	V	VERB	Open	formulierte
§frX .t@	45	V	VERB	Open	freute
.kO .mEn §tirt	45	V	VERB	Open	kommentiert
.g@ §kYr=t	45	V	VERB	Open	gekuerzt
§n) .@rn	45	V	VERB	Open	naehern
§+If	45	V	VERB	Open	pfiff
§&p .le .z@n	45	V	VERB	Open	ablesen
.b@ §dENkt	45	V	VERB	Open	bedenkt
.Eɐ §kYn .dIç .t@	45	V	VERB	Open	erkundigte
.Eɐ §v&rp	45	V	VERB	Open	erwarb
§Um .g@ .v&n .d@lt	45	V	VERB	Open	umgewandelt
§=vW .f@ln	45	V	VERB	Open	zweifeln
§=Xkt	45	V	VERB	Open	zeugt
§&p .=u .ze .@n	45	V	VERB	Open	abzusehen
§&n .SB .lIç	45	A	ADJ	Open	anschaulich
.b@ §dX .t@nt	45	A	ADJ	Open	bedeutend
.b@ §fInt .lI .ç@	45	A	ADJ	Open	befindliche
§e .dl@n	45	A	ADJ	Open	edlen
.e .lEk §tro .nI .S@n	45	A	ADJ	Open	elektronischen
§fW .n@n	45	A	ADJ	Open	feinen
§fr| .lI .ç@	45	A	ADJ	Open	froehliche
§gWst .lI .ç@n	45	N	NOM	Open	Geistlichen
.g@ §vErp .lI .ç@n	45	A	ADJ	Open	gewerblichen
.hu .m& §nIs .tI .S@n	45	A	ADJ	Open	humanistischen
.i .de §al	45	A	ADJ	Open	ideal
§I .n@ .rɐ	45	A	ADJ	Open	innerer
.k& §na .dI .S@n	45	A	ADJ	Open	kanadischen
.kOm §plE .ks@	45	A	ADJ	Open	komplexe
§lWç .t@s	45	A	ADJ	Open	leichtes
§lIN .k@n	45	N	NOM	Open	Linken
§lIN .k@n	45	N	NOM	Open	Linken
.mu .zi §ka .lI .S@n	45	A	ADJ	Open	musikalischen
§Or .d@nt .lI .ç@	45	A	ADJ	Open	ordentliche
§Ost .X .ro .p) .I .S@n	45	A	ADJ	Open	osteuropaeischen
.pEr §z|n .lI .çɐ	45	A	ADJ	Open	persoenlicher
.r& .di §kal	45	A	ADJ	Open	radikal
§r& .S@n	45	A	ADJ	Open	raschen
§Sma .l@	45	A	ADJ	Open	schmale
§ti .f@ .r@	45	A	ADJ	Open	tiefere
§Un .f&l .frW	45	A	ADJ	Open	unfallfrei
§fil .zW .tIç	45	A	ADJ	Open	vielseitig
§foɐ .bIlt .lIç	45	A	ADJ	Open	vorbildlich
§&p .ga .b@	45	N	NOM	Open	Abgabe
§&p .StEn .d@n	45	N	NOM	Open	Abstaenden
§&k .s@	45	N	NOM	Open	Achse
§&l .gX	45	N	NOM	Open	Allgaeu
§&m= .=Wt	45	N	NOM	Open	Amtszeit
§&n .lW .@n	45	N	NOM	Open	Anleihen
§&n .=a .lU .N@n	45	N	NOM	Open	Anzahlungen
§&r .bW .t@rs	45	N	NOM	Open	Arbeiters
.b@ §glW .tɐ	45	N	NOM	Open	Begleiter
.b@ §l& .N@	45	N	NOM	Open	Belange
.b@ §rIçt .Er .St& .tUN	45	N	NOM	Open	Berichterstattung
.b@ §SrEN .kU .N@n	45	N	NOM	Open	Beschraenkungen
.b@ §Stra .fUN	45	N	NOM	Open	Bestrafung
.b@ §vEl .tI .gUN	45	N	NOM	Open	Bewaeltigung
§blIk .pUNkt	45	N	NOM	Open	Blickpunkt
§bo .t@	45	N	NOM	Open	Boote
§brBx	45	N	NOM	Open	Brauch
§S&rm	45	N	NOM	Open	Charme
§dinst .StE .l@	45	N	NOM	Open	Dienststelle
.e .lEk .tro §tEç .nIk	45	N	NOM	Open	Elektrotechnik
.Ent §vYr .f@	45	N	NOM	Open	Entwuerfe
§fErn .ze .@ns	45	N	NOM	Open	Fernsehens
§fEst .Spi .l@	45	N	NOM	Open	Festspiele
.f| .d@ .r& .=i §on	45	N	NOM	Open	Foederation
§fr&x .tɐ	45	N	NOM	Open	Frachter
.g@ §h|ɐ	45	N	NOM	Open	Gehoer
.g@ §nB .Iç .kWt	45	N	NOM	Open	Genauigkeit
.g@ §von .hWt	45	N	NOM	Open	Gewohnheit
§gra .b@n	45	N	NOM	Open	Graben
§gros .StE .t@n	45	N	NOM	Open	Grossstaedten
.ju .bi §l) .Um	45	N	NOM	Open	Jubilaeum
§knEçt	45	N	NOM	Open	Knecht
§kOn .j&k	45	N	NOM	Open	Kognak
.ko .lo .ni .a §lIs .mUs	45	N	NOM	Open	Kolonialismus
.le .gIs .l& §tuɐ .pe .ri .o .d@	45	N	NOM	Open	Legislaturperiode
§m&xt .ha .bɐ	45	N	NOM	Open	Machthaber
§m) .d@l	45	N	NOM	Open	Maedel
§ma .s@s	45	N	NOM	Open	Masses
.me .ç& .ni §zi .rUN	45	N	NOM	Open	Mechanisierung
.mi §nIs .t@rn	45	N	NOM	Open	Ministern
§nX .@ .rɐ	45	N	NOM	Open	Neuerer
§o .b@r .lXt .n&nt	45	N	NOM	Open	Oberleutnant
§Ort .S&f .t@n	45	N	NOM	Open	Ortschaften
.pro §vIn .=@n	45	N	NOM	Open	Provinzen
.re §pOr .tɐ	45	N	NOM	Open	Reporter
.fEɐ §glW .ç@	45	N	NOM	Open	Vergleiche
.fEɐ §kers	45	N	NOM	Open	Verkehrs
§fEɐ .z@n	45	N	NOM	Open	Versen
.fIr .t@l §jaɐ	45	N	NOM	Open	Vierteljahr
§vEn .d@	45	N	NOM	Open	Wende
§vEn .d@	45	N	NOM	Open	Wende
§vE .t@r .la .g@	45	N	NOM	Open	Wetterlage
§vi .dɐ .g@ .burt	45	N	NOM	Open	Wiedergeburt
§vUr .=@l	45	N	NOM	Open	Wurzel
§vUr .=@ln	45	N	NOM	Open	Wurzeln
.z& .bo §ta .Z@	45	N	NOM	Open	Sabotage
.So .ko §la .d@	45	N	NOM	Open	Schokolade
§Sv&N .kU .N@n	45	N	NOM	Open	Schwankungen
.zEk .ti §on	45	N	NOM	Open	Sektion
§zo .ja .bo .n@n	45	N	NOM	Open	Sojabohnen
§Spa .ni .@ns	45	N	NOM	Open	Spaniens
§StEm .p@l	45	N	NOM	Open	Stempel
§StE .p@	45	N	NOM	Open	Steppe
§StOk .vErk	45	N	NOM	Open	Stockwerk
§tEst	45	N	NOM	Open	Test
§t| .tUN	45	N	NOM	Open	Toetung
§y .b@l	45	N	NOM	Open	Uebel
§Um .z&= .StX .ɐ	45	N	NOM	Open	Umsatzsteuer
§Un .g@ .dUlt	45	N	NOM	Open	Ungeduld
§Un .t@r .brI .NUN	45	N	NOM	Open	Unterbringung
§Bs .nams .vW .z@	45	ADV	ADV	Open	ausnahmsweise
.In .fOl .g@ §dE .s@n	45	ADV	ADV	Open	infolgedessen
§paɐ .mal	45	ADV	ADV	Open	paarmal
.B .to §ma .tIk	45	N	NOM	Open	Automatik
§&n .lW .@n	45	N	NOM	Open	Anleihen
§&p .g@ .bBt	44	V	VERB	Open	abgebaut
§Bf .Er .lekt	44	V	VERB	Open	auferlegt
§Bf .g@ .tWlt	44	V	VERB	Open	aufgeteilt
§Bs .fEr .kBft	44	V	VERB	Open	ausverkauft
.b@ §ja .@n	44	V	VERB	Open	bejahen
§Wn .g@ .vWt	44	V	VERB	Open	eingeweiht
.Eɐ §o .b@rn	44	V	VERB	Open	erobern
.g@ §flYç .t@t	44	V	VERB	Open	gefluechtet
§klE .t@r .t@	44	V	VERB	Open	kletterte
.g@ §Or .dn@t	44	V	VERB	Open	geordnet
§SmEkt	44	V	VERB	Open	schmeckt
§zI .ç@r .g@ .StElt	44	V	VERB	Open	sichergestellt
.fEɐ §vEk .s@lt	44	V	VERB	Open	verwechselt
§vIrk .t@n	44	V	VERB	Open	wirkten
.Eɐ §frX .@n	44	V	VERB	Open	erfreuen
.m&r §Si .r@n	44	V	VERB	Open	marschieren
.b@ §vEl .tIçt	44	V	VERB	Open	bewaeltigt
§Bf .=u .StE .l@n	44	V	VERB	Open	aufzustellen
§Wn .=u .lW .t@n	44	V	VERB	Open	einzuleiten
§&n .kO .m@n	44	V	VERB	Open	ankommen
§&n .nImt	44	V	VERB	Open	annimmt
.b@ §grWft	44	V	VERB	Open	begreift
.g@ §gE .s@n	44	V	VERB	Open	gegessen
§fa .r@	44	V	VERB	Open	fahre
§h&l .f@n	44	V	VERB	Open	halfen
§Sl)ft	44	V	VERB	Open	schlaeft
§SrIt	44	V	VERB	Open	schritt
.=u §z& .m@n .trE .f@n	44	V	VERB	Open	zusammentreffen
.g@ §bOr .g@n	44	V	VERB	Open	geborgen
.b@ §za .s@n	44	V	VERB	Open	besassen
§klakt	44	V	VERB	Open	klagt
§Bf .vWst	44	V	VERB	Open	aufweist
§tra .g@	44	V	VERB	Open	trage
§grI .f@n	44	V	VERB	Open	griffen
§l&n .d@ .t@	44	V	VERB	Open	landete
.g@ §lI .t@n	44	V	VERB	Open	gelitten
§nax .Ste .@nt	44	V	VERB	Open	nachstehend
§Bs .g@ .Si .d@n	44	V	VERB	Open	ausgeschieden
.b@ §kUn .d@n	44	V	VERB	Open	bekunden
.g@ §drUkt	44	V	VERB	Open	gedruckt
.Ent §ge .gn@ .t@	44	V	VERB	Open	entgegnete
.fEɐ §trB .@n	44	V	VERB	Open	vertrauen
§Wn .nImt	44	V	VERB	Open	einnimmt
§foɐ .=u .StE .l@n	44	V	VERB	Open	vorzustellen
§Wn .g@ .h&l .t@n	44	V	VERB	Open	eingehalten
§SprIç	44	V	VERB	Open	sprich
§&n .g@ .mE .s@ .n@n	44	A	ADJ	Open	angemessenen
.b@ §=i .baɐ	44	A	ADJ	Open	beziehbar
§fruxt .ba .r@n	44	A	ADJ	Open	fruchtbaren
.g@ §bOr .g@n	44	A	ADJ	Open	geborgen
.g@ §dUl .dIç	44	A	ADJ	Open	geduldig
§gWs .tI .gɐ	44	A	ADJ	Open	geistiger
.g@ §le .g@ .n@	44	A	ADJ	Open	gelegene
.g@ §v&l .tIç	44	A	ADJ	Open	gewaltig
§gros .=y .gI .g@	44	A	ADJ	Open	grosszuegige
§ju .g@nt .lI .ç@n	44	A	ADJ	Open	jugendlichen
.ko .lo .ni §a .l@n	44	A	ADJ	Open	kolonialen
.kOn .ze §kvEn .t@n	44	A	ADJ	Open	konsequenten
§l&N .j) .rI .gɐ	44	A	ADJ	Open	langjaehriger
§l&N .vW .lIç	44	A	ADJ	Open	langweilig
§O .f@n .kUn .dIç	44	A	ADJ	Open	offenkundig
.po §li .tI .S@m	44	A	ADJ	Open	politischem
§t|t .lI .ç@n	44	A	ADJ	Open	toedlichen
.Un .Er §lEs .lIç	44	A	ADJ	Open	unerlaesslich
§Un .mIs .fEr .StEnt .lIç	44	A	ADJ	Open	unmissverstaendlich
.vi .Et .n& §me .zI .S@	44	A	ADJ	Open	vietnamesische
§=Wt .lI .ç@n	44	A	ADJ	Open	zeitlichen
§&n .St&l .t@n	44	N	NOM	Open	Anstalten
§&n .tWl .na .m@	44	N	NOM	Open	Anteilnahme
§&n .=W .g@n	44	N	NOM	Open	Anzeigen
§Bs .li .f@ .rUN	44	N	NOM	Open	Auslieferung
§B .to .ba .n@n	44	N	NOM	Open	Autobahnen
.b@ §gry .sUN	44	N	NOM	Open	Begruessung
.b@ §StEn .d@	44	N	NOM	Open	Bestaende
.b@ §StE .lUN	44	N	NOM	Open	Bestellung
§bIn .dU .N@n	44	N	NOM	Open	Bindungen
§bru .dɐs	44	N	NOM	Open	Bruders
§d) .n@ .m&rks	44	N	NOM	Open	Daenemarks
.di §lE .ma	44	N	NOM	Open	Dilemma
§drat	44	N	NOM	Open	Draht
.du §El	44	N	NOM	Open	Duell
§W .f@r .zUxt	44	N	NOM	Open	Eifersucht
§Wn .SrEN .kU .N@n	44	N	NOM	Open	Einschraenkungen
§Wn .zIç .t@n	44	N	NOM	Open	Einsichten
.Ent §Si .d@n .hWt	44	N	NOM	Open	Entschiedenheit
.Ent §zEn .dUN	44	N	NOM	Open	Entsendung
.Eɐ §/r .t@ .rU .N@n	44	N	NOM	Open	Eroerterungen
.fIk .=i §on	44	N	NOM	Open	Fiktion
.fr&n §=o .z@	44	N	NOM	Open	Franzose
§fy .r@rn	44	N	NOM	Open	Fuehrern
.g@ §SIr	44	N	NOM	Open	Geschirr
§gros .m&xt	44	N	NOM	Open	Grossmacht
§ha .z@	44	N	NOM	Open	Hase
§hBpt .Stra .s@	44	N	NOM	Open	Hauptstrasse
.In .dUs §tri .@n	44	N	NOM	Open	Industrien
§In .t@r .vjus	44	N	NOM	Open	Interviews
§ja	44	N	NOM	Open	Ja
.kOn .ti §nEn=	44	N	NOM	Open	Kontinents
.kOn §=Ern	44	N	NOM	Open	Konzern
.mo .dEr .ni §zi .rUN	44	N	NOM	Open	Modernisierung
§mY .tɐ	44	N	NOM	Open	Muetter
§mY .tɐ	44	N	NOM	Open	Muetter
§nEç .t@	44	N	NOM	Open	Naechte
§o .pa	44	N	NOM	Open	Opa
§Or .dnU .N@n	44	N	NOM	Open	Ordnungen
§o .=e .an	44	N	NOM	Open	Ozean
§pa .nIk	44	N	NOM	Open	Panik
.p& §ro .l@	44	N	NOM	Open	Parole
§rUk	44	N	NOM	Open	Ruck
§rYs .tU .N@n	44	N	NOM	Open	Ruestungen
